respnr	persnr	status	provcode	gemeente	HH2	HH4BP01	HH3P01	HH4AP01	HH4CP01	HH4BP02	HH3P02	HH4AP02	HH4CP02	HH4BP03	HH3P03	HH4AP03	HH4CP03	HH4BP04	HH3P04	HH4AP04	HH4CP04	HH4BP05	HH3P05	HH4AP05	HH4CP05	HH4BP06	HH3P06	HH4AP06	HH4CP06	HH4BP07	HH3P07	HH4AP07	HH4CP07	HH4BP08	HH3P08	HH4AP08	HH4CP08	HH4BP09	HH3P09	HH4AP09	HH4CP09	HH4BP10	HH3P10	HH4AP10	HH4CP10	HH4DP01	HH4DP02	complete	VAR001	VAR002	VAR003	INT001	VAR006	V040	VAR723	V202	V041	beroep	VAR016	VAR016A	VAR016B	VAR016C	V049	INT004	VAR1061	VAR1062	VAR648	V401	V400	VAR641	VAR642	VAR1255	VAR1256	VAR1257	VAR1300	VAR1301	VAR1302	VAR1303	VAR149	VAR058	VAR059	VAR064	VAR065	VAR092	INT265	INT266	VAR096	VAR125	INT054	VAR110	VAR114	VAR116	VAR571	VAR572	VAR573	VAR574	VAR576	VAR153	VAR154	VAR155	VAR156	VAR157	VAR157A	VAR154A	VAR160	VAR161	VAR162A	VAR164	VAR165	VAR166	VAR198A	VAR198	VAR201A	VAR201	VAR201C	VAR204	VAR221	INT257	INT229	VAR820	VAR1117	VAR589A	VAR589B	VAR589C	VAR589D	VAR589E	VAR589F	INT218	INT219	INT221	INT222	INT223	INT710	INT711	INT712	INT713	INT714	INT715	INT716	VAR491	VAR040	VAR1304	VAR274	VAR275	VAR461	VAR367	VAR273	VAR1262	VAR239	VAR318	VAR319	VAR320	VW065	VAR446	VAR447	VAR439	VAR497	VAR499	VAR599	VAR600	VAR408	VAR409	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR402	VAR595	VAR687	VAR688	VAR689	VAR953	VAR1265	VAR433	VAR445	VAR351	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1145M	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1162M	VAR1146	VAR1163	VAR544	VAR347	VAR515	VAR516	VAR557	VAR844	VAR846	VAR847	VAR594	VAR1017	VAR1307	VAR1306	VAR1305	VAR357	VAR768	VAR1308	VAR754	VAR755	VAR760	VAR1309	VAR462A	VAR462B	VAR462C	VAR684	VAR683B	VAR728B	VAR729B	VAR546	VAR758	VAR759	VAR1031	VAR1140	VAR1141	VAR1142	VAR1143	VAR1161	VAR1103	VAR1104	VAR1105	VAR1106	VAR1315A	VAR1266	VAR1267	VAR1310	VAR1311	VAR1312	VAR1313	VAR1314	VAR1317A	VAR131_A	VAR131_B	VAR1317B	VAR131_C	VAR131_D	GOED1	GOED2	GOED3	GOED4	GOED5	FOUT1	FOUT2	FOUT3	FOUT4	FOUT5	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q9_1	Q9_2	Q9_3	Q10	Q11	Q12	Q13_1A	Q13_1B	Q13_2A	Q13_2B	Q13_3A	Q13_3B	Q13_4A	Q13_4B	Q13_5A	Q13_5B	Q14_1	Q14_2	Q14_3	Q14_4	Q14_5	Q14_6	Q14_7	Q14_8	Q15	Q16_1	Q16_2	Q16_3	Q16_4	Q16_5	Q16_6	Q17_1	Q17_2	Q17_3	Q18	Q19	Q20	Q21_1	Q21_2	Q21_3	Q21_4	Q21_5	Q21_6	Q21_7	Q21_8	Q21_8A	Q22_1	Q22_2	Q22_3	Q22_4	Q22_5	Q22_6	Q22_7	Q22_8	Q22_9	Q22_10	Q22_11	Q22_11A	Q23	Q24	Q25	Q25_1	Q26	Q27_1	Q27_2	Q27_3	Q27_4	Q27_5	Q27_6	Q27_7	Q27_8	Q27_9	Q27_10	Q28	Q29	Q30	Q31A_1	Q31A_2	Q31A_3	Q31B_4	Q31B_5	Q31B_6	Q31B_7	Q31B_8	Q32_1	Q32_2	Q32_3	Q32_4	Q33	Q34_1	Q34_2	Q34_3	Q35	Q36_1	Q36_2	Q37_1	Q37_2	Q38_1	Q38_2	Q39	Q40_1	Q40_2	Q40_3	Q40_4	Q40_5	Q40_6	Q41	Q42_1A	Q42_1B	Q42_2A	Q42_2B	Q42_3A	Q42_3B	Q42_4A	Q42_4B	Q42_5A	Q42_5B	Q42_6A	Q42_6B	Q42_7A	Q42_7B	Q42_8A	Q42_8B	Q42_9A	Q42_9B	Q42_10A	Q42_10B	Q43_1A	Q43_1B	Q43_2A	Q43_2B	Q43_3A	Q43_3B	Q43_4A	Q43_4B	Q43_5A	Q43_5B	Q43_6A	Q43_6B	Q43_7A	Q43_7B	Q44_1	Q44_2	Q44_3	Q45_1	Q45_2	Q45_3	Q46	Q47	Q48_1	Q48_2	Q48_3	Q48_4	Q48_5	Q49_1	Q49_2	Q49_3	Q49_4	Q49_5	Q49_6	Q50_1	Q50_2	Q50_3	Q50_4	Q50_5	Q51	Q_OPL	Q53	Q54	Q55	Q56	Q57	Q58	Q59	Q60_1	Q60_2	Q60_3	VAR462	weeg
20003961	1	2	26	632	4	1974	2	1	1	1976	3	2	1	2002	5	1	1	2004	5	2	2																									2	11	1	2	28	6	16	5	2		5	1	31510	7	"verzekeringsmaatschappij"	"adm.medewerkster"	"gegevens inhvoeren in computer"	1	0	0	0	2	2	1	1	1	2			1	1	2	2	1	1	1	2	2	4	1	2	1	1	1	3	3	3	2		2		4	1	2	2	2	-3	2	2	2	2	2	1	4	3	2	1	2	1		5		6	3	1	-3	1	1	2	2	1	2	3	3	3	3	2	3	2	3	3	3	3	2	3	3	2	1	1	2	2	2	4	2	2	2	2	1	4	4	2	3	1	2	2	3	1	8	9	15	7	13	16	4	5	10	6	11	12	3	2	1	14	2	3	1	3	1	3	3	4	4	5	6	8	7	7	6	7	6	7	7	6	7	7	5	3	2	2	2	3	3	3	2	3	3	2	2	3	2	2	2	5	2	2	2	2	4	2	4	2	3	1	1	4	2	2	2	2	2	2	4	36000		1	2	-3	-3	1	1	1	2	2	3	4	1	2	2	2	2	4	3	1	1	3	3	3	-3	3	"sociaal"	"andere probeert te helpen"	""	"asociaal"	"alleen aan jezelf denken"	""	5	5	-3	-3	-3	2	5	-3	-3	-3	2	1	5	20	2	4	1	2	2	3	4	2	3	3	3	2		2	1		1		1		1		1		8	8	8	8	8	8	7	7	2	1	3	1	1	3	3	1	2	1	3	1	4	2	2	2	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	2		2				1	1	1	1	1	1	2	1	1	2	1	1	3	2	1	1	1	1	1	1	1	2	3	3	3	3	2				3	3	3	5	5	5	5	1	4	5	2	3	4	1	5	1		1		1		1		1		2	2	1		2	2	1		1		1		1		1		1		2	2	1		1		2	2	2	2	2	2	3	3	1	1	2	3	2	2	2	2	2	2	2	1	1	1	1	8	7	5	2		2	1	1	1600	1	1	1	1	15	1.08049824
20003971	1	2	22	1730	5	1965	2	1	1	1963	3	2	1	1998	5	1	1	1999	5	1	1	2003	5	1	2																					1	11	1	1	39	6	21	8	1	36	1		56307	6	"Gemeent.SocDienst"	"klant-manager"	"inkomen verschaffen en reintegratietrajecten"	2	0	0	0	2	1	1	2	1	1	2	65	1	1	4	4	1	1	1	1	1	4	4	1	2	3	3	3	3	5	3	2	3	3	1	1	2	2	2	2	2	2	1	2	1	2	3	3	1	3	2	1		5		4	1	1	2	1	1	4	1	1	1	3	3	3	2	3	3	3	2	3	3	4	4	1	1	2	1	2	5	2	3	3	2	2	2	2	2	5	3	2	1	1	1	1	1	3	2	14	9	4	1	7	15	10	5	3	13	12	6	11	8	16	3	2	2		1	3	1	5	5	2	6	7	7	7	5	6	7	7	7	7	6	7	4	3	2	2	2	3	3	2	2	2	2	3	1	3	2	2	2	4	1	2	4	1	1	1	4	2	1	1	1	4	1	2	2	2	2	2	3	3300		1	2	3	3	3	3	1	1	3	1	1	3	5	3	4	4	4	2	1	1	4	3	1	1	2	"op de hoogte blijven van het wel en wee van de buren"	"elkaar groeten"	""	"geluidsoverlast veroorzaken"	"geen rommel laten zwerven"	""	5	3	-3	-3	-3	2	2	-3	-3	-3	2	1	5	40	1			3	3	2	3	5	1	2	2	2		2	1		2	2	1		1		1		8	9	8	8	7	8	7	8	2	1	3	1	1	1	3	1	2	2	2	2	4	2	2	2	1	2	1	2	1	4	2	2	2	1	2	2	2	2	1	2	1	98	1	1	4	3	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	2	3	3	3	3	2				2	3	3	4	4	5	5	1	5	5	2	2	5	2	5	1		1		1		1		1		1		1		2	2	1		1		1		1		1		2	2	2	1	1		1		2	2	2	2	2	2	3	3	3	3	1	3	3	2	2	2	2	2	2	1	1	1	1	1	8	7	2		2	1	1	2550	1	1	1	1	15	1.04080536
20003973	1	2	27	363	3	1960	2	2	1	1995	6	2	1	1997	6	1	1																													1	11	1	2	44	3	19	8	1	31	1		93208	5	"juridisch adviesbureau"	"juriste"	"initieren van gerechtelijke procedures"	1	0	1	3	5	1	1	2	2	2	2	65	1	1	3	4	1	1	1	1	2	3	2	4	3	2	3	2	3	3	1	2	1	2	2	1	2	2	2	-3	3	2	1	2	2	1	4	3	1	4	2	1		5		4	3	1	1	1	1	1	1	1	1	3	3	3	3	3	3	2	3	2	3	3	4	3	1	2	1	2	4	3	3	3	2	2	2	2	1	4	4	4	3	1	2	2	3	1	10	14	6	3	15	16	11	13	8	9	5	1	12	4	2	7	4	3	1	1	2	2	2	4	2	4	5	7	8	7	6	6	6	6	5	6	7	7	4	3	2	2	2	-3	2	3	2	3	2	2	2	3	2	2	2	2	1	2	2	2	2	1	5	4	1	1	1	4	2	2	2	1	1	1	4	40000		6	3	3	3	1	1	1	2	2	3	4	2	2	1	4	2	3	2	1	2	2	2	3	2	3	"gaat stemmen"	"zorgvuldig omgaan met mens en milieu"	""	"discriminer"	""	""	7	12	-3	-3	-3	4	-3	-3	-3	-3	2	1	5	30	1			4	3	4	3	1	3	3	3	2		2	1		1		1		1		1		8	8	7	7	7	7	7	7	2	1	3	1	1	3	3	1	1	4	3	1	4	2	2	2	2	2	2	2	2		2	2	2	2	2	2	1	2	2	2	2		2				1	2	2	2	1	2	1	1	5	2	1	1	5	2	1	1	1	1	1	1	1	2	3	3	3	3	2				1	3	3	5	5	5	5	1	4	5	2	1	4	2	5	1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	3	3	2	2	2	3	3	2	2	2	2	2	2	1	1	1	1	1	7	8	2		1	2	1	1500	1	1	1	1	15	0.28703735999999996
20003990	1	2	24	34	2	1946	2	1	1	1947	4	2	1																																	2	11	1	2	57	6	10	2	2		5	1	37203	7	"ziekenhuis"	"algemene dienst"	"koffie en beddengoed rondbrengen"	2	0	0	12	3	4	3	3	1	2			1	1	4	4	1	2	1	1	2	4	4	1	1	1	1	2	-3	2	3	3	1	2	5	1	3	3	3	3	3	3	2	3	2	1	4	4	2	1	2	1		5		5	3	2		1	1	1	1	1	1	4	3	5	3	2	2	3	3	3	3	4	2	2	2	3	1	1	2	1	1	1	1	2	2	2	2	1	2	1	3	4	2	2	1	1	1	8	6	7	4	13	16	10	5	2	9	11	12	14	3	15	2	2	1	1	1	3	3	1	1	2	5	6	6	6	5	5	5	5	4	5	5	6	5	3	2	2	2	2	3	3	3	2	3	3	2	2	3	3	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	2	2	4	44000		2	2	1	2	1	1	1	1	3	1	1	1	4	1	2	3	3	1	1	2	3	3	1	1	1	"iemand helpen"	"naaste bijstaan"	"goed zijn voor elkaar en positief denken"	"de boel oplichten"	""	""	5	5	5	-3	-3	10	-3	-3	-3	-3	2	1	4	998	1			2	2	2	2	3	2	2	3	1	2	2	1		1		1		1		1		10	8	8	7	6	10	7	5	2	1	3	1	1	2	1	1	1	1	1	2	4	2	2	2	2	1	2	2	2		2	2	2	2	2	2	2	1	2	2	2		1	1	4	8	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	3	3	2	3	1	1	1	1	5	1	1	2	2	2	2	4	4	4	3	2	3	2	3	1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1	1	1	1	1	1	3	2	1	1	3	3	3	1	1	1	1	1	1	2	2	2	2	2	7	3	1	3	1	2	3	1800	1	1	1	1	15	0.90886464
20003994	1	2	28	599	2	1948	2	2	1	1946	3	1	1																																	1	11	1	2	56	6	12	3	2		5	1	31512	7	"ASURANTIE KANTOOR"	"TELEFONISCHTE RECEPTIONISTE"	""	1	0	0	0	3	2	1	2	2	2			2	2			1	1	2	2	-3	3	1	3	4	2	2	1	4	4	2		1	1	3	1	3	-3	-3	-3	-3	3	2	2	3	1	5	5	2	1	2	1		5		4	1	2		1	1	1	1	1	1	5	4	4	4	3	3	4	3	4	4	4	3	3	3	3	3		-3	1	3	3	1	1	1	1	2	3	3	3	3	1	2	2	3	1	1	3	2	8	7	5	4	11	6	9	10	14	16	12	15	13	4	4	1	1	1	3	-3	3	5	5	5	5	6	5	6	5	6	5	6	5	6	5	6	2	2	2	2	2	3	3	3	3	3	2	3	3	2	2	2	2	2	2	2	2	3	2	3	2	1	1	1	2	2	2	2	2	2	2	3	2200		2	3	3	3	1	1	1	2	2	2	4	2	2	2	2	2	2	2	1	1	-3	2	3	-3	-3	"WERKEN"	"SOCIAAL OMGANG"	"BEHULPZAAM ZIJN"	""	""	""	1	5	5	-3	-3	-3	-3	-3	-3	-3	2	1	6	22	2	6	8	3	2	2	3	2	3	3	3	2		2	2	1	1		1		1		1		8	8	9	8	8	8	7	7	1	1	1	1	1	1	3	1	1	2	3	1	4	2	1	2	2	2	1	2	2		2	1	1	2	2	2	2	2	1	2	2		1	1	3		3	1	2	1	3	1	1	3	4	1	1	1	1	2	1	1	1	2	1	1	2	2	3	3	3	3	2				3	3	3	5	5	5	5	2	5	5	2	2	5	1	5	1		1		1		1		1		1		1		2	1	1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	4	2	1	1	2	3	3	2	2	2	2	2	2	1	1	1	1	1	8	3	1	4	2	1	2	2750	1	1	1	1	13	0.8667079200000001
20004010	1	2	27	363	1	1985	1	1	1																																					1	11	1	1	19	3	8	5	1	40	1		11120	9	"Kemperman sloopbedrijf"	"sloper"	"sloopwerkzaamheden en bijkomende werkz."	1	0	0	6	4	1	1	3	3	2	2	65	2	2			3	1	2	2	1	4	3	2	3	-3	1	1	4	3	3	3	2		4	1	3	2	3	2	3	2	1	3	1	1	5	4	1	2	2	1		5		2	3	2		3	4	4	4	-3	4	5	5	3	5	3	5	5	4	5	3	4	5	1	2	3	3		2	2	1	2	1	1	1	1	1	2	5	2	3	1	2	2	3	1	10	5	2	9	7	16	6	15	3	8	11	1	4	14	13	12	4	4	1	1	1	3	2	2	5	2	6	7	7	4	3	7	5	5	5	2	2	5	2	2	2	2	3	3	2	3	3	2	3	3	2	3	3	3	2	1	1	2	1	1	3	1	4	3	1	1	1	2	1	3	2	1	3	2	3	1170		7	3	3	3	-3	3	1	2	1	1	3	3	1	1	2	3	3	1	2	2	3	3	2	2	2	"werkt, past zich aan aan de maatschappij"	"regels naleven"	""	"regels niet opvolgen, onaangepast gedrag vertonen,"	"schijt aan alles hebben"	""	1	8	-3	3	-3	8	3	-3	-3	-3	5	2	4	3	2	4	4	3	2	4	3	2	2	3	2	2		2	1		2	8	2	8	1		1		7	8	8	7	7	7	7	6	2	1	2	1	1	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		2				1	1	3	1	2	1	1	1	4	2	5	2		2	1	1	1	1	1	1	1	2	2	3	3	3	2				1	3	3	5	5	5	5	1	4	3	2	2	4	2	5	2	2	2	2	1		2	2	2	2	2	2	2	2	2	2	1		2	2	1		2	2	2	1	1		2	2	1		2	3	2	1	2	2	2	2	2	3	3	2	1	3	2	2	2	2	2	2	2	1	1	2	1	2	7	5	1	1	1	2	1	800	1	2	2	2	9	1.14497568
20004031	1	2	28	518	3	1959	2	1	1	1958	3	2	1	1985	5	1	1																													2	3	2	2	46	6	11	5	2		5	1	31701	7	"WINKEL"	"VERKOOPSTER"	"VERKOPEN"	1	0	0	0	2	1	1	2	1	1			1	1	4	4	1	1	1	1	1	4	1	4	2	2	1	3	4	3	2		2		4	1	3	3	2	2	3	2	1	1	2	2	3	3	1	2	2	1		4		3	2	1	4	1	1	1	1	1	1	2	2	3	2	3	2	3	2	3	3	2	4	3	1	2	1	8	2	4	3	4	2	2	2	2	1	4	4	3	3	1	2	2	3	3	1	10	11	2	5	15	12	14	4	3	8	9	6	13	7	16	3	2	1	1	1	3	2	3	3	2	8	8	8	6	7	7	7	6	6	7	6	7	7	3	2	2	3	3	3	3	3	2	3	3	2	2	2	2	1	1	3		4	2	3	2	4	3	2	2	1	4	3		1	1	3	2	-2		-3	1	3	3	3	1	1	1	2	2	1	4	3	2	1	2	1	1	1	1	1	3	3	3	2	2	"LEVEN NAAR NORMEN EN WAARDEN"	"LEVEN ALS GOED MENS"	""	"MISDAAD, STELEN, VERKRACHTEN,"	""	""	8	5	-3	-3	-3	9	-3	-3	-3	-3	2	1	6	50	1			3	2	1	4	2	3	3	3	1	8	1	1		1		1		1		1		10	10	8	8	6	8	7	7	2	1	3	1	1	1	8	3	2	4	3	1	4	2	1	1	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		1	1	3		2	1	1	1	2	2	2	2	2	1	2	1	3	1	1	1	1	2	1	1	2	2	3	3	3	3	2				2	3	3	5	5	3	3	2	3	4	5	2	2	3	1	1		1		1		1		1		1		1		1		1		1		1		1		1		2	1	2	1	1		1		2	2	2	2	2	2	4	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	10	5	1	2	2	1	2	8	1	1	1	1	1	0.9160056
20004031	2	2	28	518	3	1959	2	1	1	1958	3	2	1	1985	5	1	1																													2	3	2	1	18	3	13	5	2		7				""	""	""			0	0	2	2	1			2			1	1	1	1	2	1	1	1	2	4	1	2	3	2	3	4	3	4	-3		-3		-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	2	3	3	1	2	2	1		5		6	1	2		1	1	1	1	1	1	2	2	5	-3	2	3	2	2	3	3	3	3	3	3	2	1	-3	2	3	3	5	2	2	2	2	2	1	5	3	3	1	2	2	3	1	2	9	11	8	5	12	10	16	3	1	15	14	6	4	7	13	2	2	1	2	1	3	1	5	5	3	8	8	7	8	8	8	-3	-3	-3	-3	-3	7	8	2	2	3	2	2	2	-3	-3	2	-3	2	2	2	2	2	1	1	2	3	3	4	2	2	5	2	3	2	2	2	2	3	2	1	3	2	-2		-3	1	3	3	3	1	1	1	2	2	1	2	2	4	2	2	1	1	1	1	1	3	3	2	2	2	"WERKEN ALS HIJ DAT VKAN, GEEN BEDREIGING VORMEN"	"ZICH AAN DE WET HOUDEN"	""	"MISDAAD"	""	""	1	8	-3	-3	-3	9	-3	-3	-3	-3	2	1	6	50	1			4	1	2	4	2	3	3	3	2		2	1		1		1		1		1		9	8	8	7	8	9	6	7	1	1	3	1	1	1	3	4	1	5	3	1	2	1	1	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	1	1	1	11	1		1	1	1	4	2	5	1	5	2	1	1	1	11	1	1	1	1	1	1	1	1	1	3	3	3	3	2				1	3	3	5	5	4	3	1	3	5	2	3	4	2	5	1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	3	1	2	2	2	3	2	2	2	2	2	2	2	1	1	1	1	1	9	3	8		8	8	1	8	1	1	1	1	1	0.84077496
20004036	1	2	25	296	3	1968	2	1	1	1969	3	2	1	2004	5	1	2																													2	11	1	2	34	6	16	6	1	36	1		71604	5	"grafisch bedrijf"	"produkt manager"	"coordineren van bijlagen;marktonderzoek;opzetten van akties"	1	0	0	0	2	1	1	2	2	2	1	62	1	1	1	1	1	1	1	1	1	4	3	4	2	2	3	2	4	3	2		1	2	4	1	3	3	2	-3	2	2	2	1	1	2	3	4	1	2	2	1		5		5	3	1	2	1	1	2	2	-3	2	4	2	4	2	2	2	2	2	3	3	4	3	2	3	1	1	1	2	3	3	2	2	2	1	1	1	4	4	4	3	1	2	2	2	1	13	10	9	12	3	16	14	11	1	8	6	15	2	7	4	5	2	2	1	2	2	3	3	2	2	2	6	7	5	7	7	7	6	6	4	6	5	3	7	3	1	3	2	2	3	3	3	3	3	2	3	2	3	2	1	1	2	2	3	1	1	1	3	2	1	1	1	4	2	2	2	1	2	2	3	6700		1	3	3	3	3	3	1	2	2	3	4	2	2	1	2	2	1	3	1	2	3	2	3	-3	-3	"geen misbruik maken van voorzieninhen"	"aanpassen aan omgeving.(sociaal)"	""	"overlast veroorzaken  op0 allerlei fronten"	"niet inzetten voor familie, vriendelijk;"	"niet individualistisch"	1	3	-3	-3	-3	2	3	5	-3	-3	2	1	5	998	1			2	1	2	4	2	3	3	3	2		2	1		1		1		1		1		8	8	8	8	8	8	7	6	2	1	3	1	1	1	3	1	2	1	3	1	1	2	1	2	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	2		1	2	3		1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	1	3	3	3	3	2				1	3	3	5	5	5	5	1	4	5	2	2	5	1	5	1		2	2	1		1		1		1		1		1		1		1		1		1		1		1		2	1	1		1		2	2	2	2	2	2	4	1	2	1	1	3	1	2	2	2	2	2	2	1	1	1	1	1	9	7	2		2	1	1	4100	1	1	3	1	18	1.24281936
20004037	1	2	31	1711	5	1957	2	1	1	1968	4	2	1	1995	5	1	1	1995	5	1	1	2004	5	2	1																					2	11	1	2	36	6	15	6	1	32	1		76315	5	"gemeente"	"hoofd p en o"	"personeelswerkzaamheden"	2	12	0	0	3	1	1	2	1	2	1	62	1	1	1	1	1	1	1	2	2	4	1	3	2	1	2	3	4	4	2		2		4	1	2	3	3	3	2	2	1	3	2	2	3	3	1	2	1	2		3	3	3	1	1	1	1	1	4	4	2	4	4	3	3	3	3	2	3	3	4	2	5	3	2	2	1	3		5	2	3	1	2	2	1	1	1	5	5	5	3	5	1	1	2	1	8	9	1	11	3	10	7	5	12	2	13	14	15	6	16	4	5	5	1	1	1	3	3	5	5	1	7	6	6	7	8	5	6	4	6	5	5	3	4	2	2	3	2	2	3	2	3	2	3	3	3	3	2	3	2	1	1	1	2	1	2	1	5	1	1	1	1	5	1	1	2	3	3	2	3	4500		1	2	1	2	2	1	1	1	2	1	1	2	3	2	3	3	4	3	1	2	2	4	3	1	-3	"optreden tegen zinloos geweld"	"respect voor elkaar"	"bijdrage leveren voor een goede mij"	"zich niet bemoeien met zinloos geweld"	"zich niet houden aan maatschappelijke regfels"	"misbruik maken van regels"	5	4	5	-3	-3	5	8	12	-3	-3	1	1	5	45	2	4	1	1	2	1	3	5	2	3	3	2		1	1		1		1		1		1		7	8	8	9	9	8	7	6	2	1	3	1	1	1	3	1	2	2	2	1	4	2	1	2	2	1	1	2	2		2	1	2	2	2	2	1	2	2	2	2		2				3	1	1	1	1	1	1	1	3	3	1	2		1	1	1	1	1	1	1	1	1	3	3	3	3	2				3	3	3	5	5	5	5	1	3	4	2	2	4	2	5	1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	3	2	1	1	2	3	3	2	2	2	2	2	2	1	1	1	1	1	8	7	2		2	1	1	4500	1	1	1	1	16	0.9897955199999999
20004040	1	2	27	376	1	1924	1	1	1																																					1	11	1	1	80	5	16	6	2		8	1	11105		"gemeente"	"onderhoud gemeentegebouwen"	"gemeentegebouwen  tekenen"	2	3	0	0	4	2	3			2			1	1	2	2	1	1	1	1	2	4	1	3	1	1	1	3	3	3	3	2	2		2	1	-3	-3	2	2	2	2	2	2	2	1	5	3	2	1	2	1		5		7	2	2		1	1	1	1	1	1	4	2	4	4	2	2	2	2	4	4	2	2	2	2	1	1	1	3	1	1	1	2	2	1	1	1	5	5	1	3	1	2	2	2	1	10	4	15	1	12	16	5	13	8	9	2	3	11	6	14	7	2	4	2		1	2	1	1	1	5	8	8	8	6	6	6	7	7	6	6	7	4	7	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	1	2	2	2	4	2	2	2	4	4	1	1	1	4	2	3	2	1	2	3	-2		-3	7	3	3	3	1	2	1	1	1	1	4	3	1	1	3	3	3	3	1	1	-3	2	4	1	1	"vertrouwen uitstralen"	"zich niet om laten kopen"	""	"buren pesten"	"proberen iemand op te lichten"	""	4	9	-3	-3	-3	2	10	-3	-3	-3	1	1	4	35	1			2	2	2	4	2	3	3	3	2		2	1		1		1		1		1		8	8	7	8	8	7	6	5	4	1	3	1	1	3	3	1	1	2	2	1	4	2	2	1	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	2		2				1	2	1	1	1	1	1	1	1	1	1	1	3	2	1	2	2	2	1	1	2	2	3	3	3	3	1	2	2	8	4	2	2	4	4	4	4	2	5	4	2	2	4	2	4	1		2	2	1		1		1		1		1		1		1		1		1		1		1		1		1		1		2	1	2	2	2	2	2	2	4	1	1	1	3	1	3	2	2	2	2	2	2	1	1	1	1	8	9	7	2		1	2	11	8	1	1	1	1	1	0.8277667200000001
20004041	1	2	30	840	2	1926	2	1	1	1928	3	2	1																																	2	11	1	2	76	6	6	1	2		5	1	37211	7	"GEZIN"	"DIENSTMEISJE"	"HUISHOUDING"	1	0	0	0	2	2	1	2	-3	1			2	2			2	1	1	2	1	4	2	1	5	3	1	1	4	4	3	2	1	2	2	2	3	3	2	-3	3	3	1	1	1	1	5	4	1	2	1	2		4	3	3	6	2		1	1	1	1	-3	4	4	3	3	3	3	3	4	2	4	4	4	4	4	3	2	1	1	2	1	3	1	1	1	1	1	2	2	2	1	3	1	2	2	2	3	8	3	6	9	7	15	11	14	5	4	1	13	10	12	2	16	1	1	1	1	1	3	-3	1	4	2	7	-3	5	4	-3	7	5	-3	-3	6	-3	7	-3	3	3	3	3	3	2	3	-3	2	3	3	1	3	3	3	-3	2	2	3	2	2	2	2	4	2	1	1	1	4	3		2	1	1	2	-2		1	2	2	1	2	3	-3	-3	1	2	1	2	3	4	2	2	3	3	3	1	1	3	2	2	2	2	"ZICH SOEPEL OPSTELLEN"	""	""	"ZICH NIET AAN DE WET HOUDEN"	"STEEN EN DRUGS GEBRUIKEN"	""	5	-3	-3	-3	-3	8	2	-3	-3	-3	2	1	3	28	1			1	1	8	8	1	3	3	3	1	2	1	1		1		2	8	1		1		10	9	10	10	7	10	10	8	2	1	3	1	1	2	2	1	2	1	2	2	4	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2		2				1	1	1	1	1	1	1	1	1	2	1	2		2	1	1	2	2	2	2	2	2	3	3	3	3	1	2	2	8	2	2	2	3	3	4	5	2	5	5	1	2	5	1	5	1		2	2	1		1		1		2	2	2	2	2	2	1		2	2	2	1	2	1	2	1	1		1		2	1	2	1	2	2	2	2	2	2	3	3	1	2	3	3	3	2	2	2	2	2	2	1	2	2	1	2	7	1	1	1	2	2	4	1327	1	1	1	1	7	1.07788824
