respnr	persnr	status	provcode	gemeente	HH2	HH4BP01	HH3P01	HH4AP01	HH4CP01	HH4BP02	HH3P02	HH4AP02	HH4CP02	HH4BP03	HH3P03	HH4AP03	HH4CP03	HH4BP04	HH3P04	HH4AP04	HH4CP04	HH4BP05	HH3P05	HH4AP05	HH4CP05	HH4BP06	HH3P06	HH4AP06	HH4CP06	HH4BP07	HH3P07	HH4AP07	HH4CP07	HH4BP08	HH3P08	HH4AP08	HH4CP08	HH4BP09	HH3P09	HH4AP09	HH4CP09	HH4BP10	HH3P10	HH4AP10	HH4CP10	HH4DP01	HH4DP02	complete	VAR001	VAR002	VAR003	INT001	VAR006	V040	VAR723	V202	V041	beroep	VAR016	VAR016A	VAR016B	VAR016C	V049	INT004	VAR1061	VAR1062	VAR648	V401	V400	VAR641	VAR642	VAR1255	VAR1256	VAR1257	VAR1300	VAR1301	VAR1302	VAR1303	VAR149	VAR058	VAR059	VAR064	VAR065	VAR092	INT265	INT266	VAR096	VAR125	INT054	VAR110	VAR114	VAR116	VAR571	VAR572	VAR573	VAR574	VAR576	VAR153	VAR154	VAR155	VAR156	VAR157	VAR157A	VAR154A	VAR160	VAR161	VAR162A	VAR164	VAR165	VAR166	VAR198A	VAR198	VAR201A	VAR201	VAR201C	VAR204	VAR221	INT257	INT229	VAR820	VAR1117	VAR589A	VAR589B	VAR589C	VAR589D	VAR589E	VAR589F	INT218	INT219	INT221	INT222	INT223	INT710	INT711	INT712	INT713	INT714	INT715	INT716	VAR491	VAR040	VAR1304	VAR274	VAR275	VAR461	VAR367	VAR273	VAR1262	VAR239	VAR318	VAR319	VAR320	VW065	VAR446	VAR447	VAR439	VAR497	VAR499	VAR599	VAR600	VAR408	VAR409	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR402	VAR595	VAR687	VAR688	VAR689	VAR953	VAR1265	VAR433	VAR445	VAR351	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1145M	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1162M	VAR1146	VAR1163	VAR544	VAR347	VAR515	VAR516	VAR557	VAR844	VAR846	VAR847	VAR594	VAR1017	VAR1307	VAR1306	VAR1305	VAR357	VAR768	VAR1308	VAR754	VAR755	VAR760	VAR1309	VAR462A	VAR462B	VAR462C	VAR684	VAR683B	VAR728B	VAR729B	VAR546	VAR758	VAR759	VAR1031	VAR1140	VAR1141	VAR1142	VAR1143	VAR1161	VAR1103	VAR1104	VAR1105	VAR1106	VAR1315A	VAR1266	VAR1267	VAR1310	VAR1311	VAR1312	VAR1313	VAR1314	VAR1317A	VAR131_A	VAR131_B	VAR1317B	VAR131_C	VAR131_D	GOED1	GOED2	GOED3	GOED4	GOED5	FOUT1	FOUT2	FOUT3	FOUT4	FOUT5	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q9_1	Q9_2	Q9_3	Q10	Q11	Q12	Q13_1A	Q13_1B	Q13_2A	Q13_2B	Q13_3A	Q13_3B	Q13_4A	Q13_4B	Q13_5A	Q13_5B	Q14_1	Q14_2	Q14_3	Q14_4	Q14_5	Q14_6	Q14_7	Q14_8	Q15	Q16_1	Q16_2	Q16_3	Q16_4	Q16_5	Q16_6	Q17_1	Q17_2	Q17_3	Q18	Q19	Q20	Q21_1	Q21_2	Q21_3	Q21_4	Q21_5	Q21_6	Q21_7	Q21_8	Q21_8A	Q22_1	Q22_2	Q22_3	Q22_4	Q22_5	Q22_6	Q22_7	Q22_8	Q22_9	Q22_10	Q22_11	Q22_11A	Q23	Q24	Q25	Q25_1	Q26	Q27_1	Q27_2	Q27_3	Q27_4	Q27_5	Q27_6	Q27_7	Q27_8	Q27_9	Q27_10	Q28	Q29	Q30	Q31A_1	Q31A_2	Q31A_3	Q31B_4	Q31B_5	Q31B_6	Q31B_7	Q31B_8	Q32_1	Q32_2	Q32_3	Q32_4	Q33	Q34_1	Q34_2	Q34_3	Q35	Q36_1	Q36_2	Q37_1	Q37_2	Q38_1	Q38_2	Q39	Q40_1	Q40_2	Q40_3	Q40_4	Q40_5	Q40_6	Q41	Q42_1A	Q42_1B	Q42_2A	Q42_2B	Q42_3A	Q42_3B	Q42_4A	Q42_4B	Q42_5A	Q42_5B	Q42_6A	Q42_6B	Q42_7A	Q42_7B	Q42_8A	Q42_8B	Q42_9A	Q42_9B	Q42_10A	Q42_10B	Q43_1A	Q43_1B	Q43_2A	Q43_2B	Q43_3A	Q43_3B	Q43_4A	Q43_4B	Q43_5A	Q43_5B	Q43_6A	Q43_6B	Q43_7A	Q43_7B	Q44_1	Q44_2	Q44_3	Q45_1	Q45_2	Q45_3	Q46	Q47	Q48_1	Q48_2	Q48_3	Q48_4	Q48_5	Q49_1	Q49_2	Q49_3	Q49_4	Q49_5	Q49_6	Q50_1	Q50_2	Q50_3	Q50_4	Q50_5	Q51	Q_OPL	Q53	Q54	Q55	Q56	Q57	Q58	Q59	Q60_1	Q60_2	Q60_3	VAR462	weeg
10000040	1	2	28	480	2	1943	2	1	1	1947	3	2	1																																	1	11	1	1	61	6	8	2	1	24	1		46207	3	"tegelzetters bedrijf"	"eigenaar"	"tegelen"	5	2	0	0	2	2	1	2	1	2	1	64	2	2			1	2	1	2	2	4	4	1	2	3	1	1	5	4	2		2		2	1	3	2	2	2	2	2	2	2	1	1	5	3	1	3	2	1		5		3	2	2		1	1	1	1	1	4	4	3	3	3	3	4	3	3	3	4	3	2	4	2	3	1	2	4	2	1	2	2	1	1	1	2	1	1	1	3	8	2	2	3	1	4	8	11	7	14	15	10	12	1	6	3	9	13	2	5	16	2	2	1	1	1	3	3	5	5	5	6	7	6	6	6	7	6	6	7	6	5	4	6	3	2	3	3	3	2	3	2	2	3	3	1	2	2	3	1	2	1	3	2	1	2	1	3	2	1	1	1	1	3		1	1	2	2	-2		3	2	2	1	2	3	1	1	1	3	1	1	1	4	1	2	3	3	1	1	1	4	4	2	1	1	"werken"	"rekening met elkaar"	"respect hebben voor elkaar"	"niet werken"	"geen respect hebben voor zijn medemens"	""	1	2	4	-3	-3	1	4	-3	-3	-3	2	1	3	45	4	5	1	3	2	2	4	2	3	3	3	2		2	1		1		1		1		1		8	8	8	8	98	8	6	5	2	1	3	1	1	1	2	1	1	2	3	1	4	2	2	2	2	1	2	2	2		2	2	2	2	2	2	2	2	2	2	2		2				1	1	1	1	1	1	1	1	1	1	3	2		2	1	1	1	2	2	2	2	2	3	3	3	3	2				1	3	3	5	5	5	5	1	5	5	2	2	5	1	5	1		1		1		1		1		1		2	2	1		1		2	2	1		1		1		1		1		1		1		2	2	2	2	2	2	4	2	1	2	3	1	2	2	2	2	2	2	2	1	1	1	1	2	10	2	1	1	1	2	98	8	1	1	1	1	15	1.11490848
10000041	1	3	27	558	2	1938	2	1	1	1940	3	2	1																																	1	11	1	1	66	6	10	5	2		8	1	44414	3	"bloembollenbedrijf"	"eigenaar"	"sorteren, poten, tulpentrekken"	5	20	1	0	2	3	1			1			2	2			1	1	1	1	2	4	1	4	3	3	2	3	4	3	3	3	2		4	1	2	3	2	2	2	2	2	2	2	1	4	3	1	2	2	1		4		5	5	2		1	1	2	3	-3	2	3	2	4	4	2	2	3	4	3	3	3	3	3	1	1	1	6	4	3	2	2	1	1	1	1	2	1	1	2	3	1	2	2	3	3	7	10	4	2	11	14	5	12	3	1	6	9	13	16	8	15	4	4	1	1	1	3	3	2	2	4	6	5	7	6	7	4	6	6	7	6	5	5	6	2	2	2	2	2	3	2	2	2	3	3	2	2	2	2	1	4	2	2	2	2	2	2	4	2	1	1	1	2	2	3	2	2	2	2	4	35000		1	2	3	3	-3	-3	-3	-3	-3	-3	-3	2	-3	-3	-3	-3	-3	5	-3	-3	-3	-3	-3	-3	-3	""	""	""	""	""	""	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3																																																																																																																																																																																														15	
10000044	1	2	28	511	4	1966	2	1	1	1971	3	2	1	1999	5	1	1	2002	5	1	2																									1	11	1	1	38	6	11	5	1	40	1		52104	6	"fijnmechanisch bedrijf"	"inkoper gereedschap"	"het inkopen van gereedschap"	1	0	0	0	3	2	1	2	1	1	1	65	1	2	3		2	2	1	2	1	4	2	1	2	2	1	1	3	2	3	1	1	2	5	2	3	2	3	3	2	2	1	1	1	1	5	3	2	1	2	1		5		6	2	1	4	1	4	4	4	4	4	5	2	5	3	2	3	5	2	5	5	5	3	2	1	4	1	36	3	2	1	1	2	1	1	1	2	1	1	1	3	1	2	2	3	1	3	5	9	7	2	15	11	14	1	4	12	8	13	6	10	16	3	2	1	1	1	3	2	5	5	2	2	5	5	4	4	4	4	4	5	2	3	6	5	3	2	3	3	3	3	3	3	3	3	3	1	3	4	4	1	2	1	3	2	1	1	1	2	2	1	1	1	2	1	3	1	1	1	2	3	3000		1	2	3	3	3	1	1	1	3	1	1	4	2	3	3	2	4	3	1	1	4	4	1	1	3	"houdt zich aan de wet"	"werkt"	"is sociaal"	"stelen"	"te hard rijden"	"liegen"	8	1	5	-3	-3	9	2	10	-3	-3	2	8	4	46	1			1	1	1	5	1	3	3	3	2		2	1		1		1		1		1		9	9	9	8	8	8	6	4	2	1	3	1	1	1	3	5	2	1	2	2	4	1	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		2				3	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3	3	3	3	8				2	3	3	5	3	5	5	1	4	4	2	2	4	2	5	1		1		1		1		1		1		1		1		1		1		8		1		2	2	1		1		1		1		2	2	2	2	2	2	3	3	2	2	2	3	3	2	2	2	2	2	2	1	2	2	2	1	5	5	2		1	2	1	8	1	1	1	1	15	1.0475704799999999
10000049	1	2	27	558	3	1948	2	1	1	1951	3	2	1	1988	5	2	1																													1	3	2	1	57	6	12	5	1	37	1		444	6	"agrarisch bedrijf"	"bedrijfsverzorger"	"maken van veestallingen, betonbouw"	1	0	0	0	4	3	2	2	2	2	-3	65	1	1	2	2	2	1	1	-3	2	2	1	4	2	2	2	2	3	3	3	2	2		2	1	2	-3	2	-3	2	2	2	2	2	1	4	3	1	2	2	1		4		3	2	1	3	2	2	2	2	2	2	3	2	3	2	2	3	3	2	2	2	3	4	2	1	2	1	6	4	1	3	3	2	2	2	2	1	5	5	2	3	1	2	1	3	1	1	15	10	2	9	16	13	4	3	7	6	14	11	12	8	5	3	4	2		2	3	2	3	3	4	5	7	6	8	7	7	6	7	7	7	6	7	7	3	2	2	2	2	2	3	2	1	-3	2	2	2	2	2	2	4	2	2	4	4	4	2	4	2	2	2	2	4	2	2	2	2	2	2	2	2000		1	3	3	3	3	1	1	2	3	2	2	3	2	2	3	2	2	3	1	1	2	3	3	2	2	"houdt zich aan de wet"	"is verdraagzaam"	"heeft vertrouwen"	"het tegenovergestelde"	"misbruik maken in het algemeen"	""	8	4	4	-3	-3	11	12	-3	-3	-3	1	1	5	50	1			4	3	3	3	2	2	2	2	2		2	1		1		2	1	1		1		8	7	7	6	6	7	8	7	3	2	3	1	2	8	2	1	2	4	2	2	4	2	2	1	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		1	1	1		1	1	2	8	8	8	2	8	8	3	2	1	2	3	1	1	2	2	1	1	2	2	3	3	3	3	1	2	2	2	3	3	3	4	4	4	3	2	4	5	2	3	4	3	5	1		2	2	1		1		1		1		1		1		1		1		1		1		1		1		2	3	1		1		2	2	2	2	2	2	3	4	2	2	2	3	2	2	2	2	2	2	2	1	1	1	1	1	6	5	1	2	1	2	1	1200	1	1	1	1	13	1.03811184
10000049	2	2	27	558	3	1948	2	1	1	1951	3	2	1	1988	5	2	1																													1	3	2	2	16	3	11	4	2		7				""	""	""			0	0	2	1	1			2			1	1	1	1	-3	1	1	1	2	4	-3		3	2	2	3	3	3	3	2	2		2	1	2	2	2	2	2	2	1	1	2	2	3	3	1	2	1	2		5	3	3	3	2		1	1	2	2	2	-3	3	3	2	4	2	3	3	2	3	3	2	-3	4	2	2	1	8	2	-3	2	3	2	1	1	2	1	3	3	2	3	1	1	2	2	3	1	8	11	4	15	16	13	12	5	3	2	6	9	7	10	14	3	4	1	2	1	3	3	4	4	4	7	8	8	8	8	7	5	6	6	6	5	6	7	2	2	2	2	2	2	3	3	3	2	3	2	2	2	2	2	2	2	2	2	2	3	1	5	2	2	1	-3	4	2	2	1	1	3	1	-2		-3	1	2	3	3	3	1	1	2	2	1	2	3	3	1	2	3	3	1	-3	-3	2	2	2	2	2	"regels accepteren"	"werken"	""	"stelen, moorden ed"	"misbruik maken van de voorzieningen van de overheid"	""	8	1	-3	-3	-3	9	1	-3	-3	-3	1	1	6	50	1			4	3	3	3	2	3	3	3	2		2	1		1		2	1	1		1		8	8	9	8	8	8	7	7	2	1	3	1	2	1	3	4	1	5	2	1	4	1	1	2	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	2		1	2	3		3	1	1	2	2	1	1	2	3	3	2	1	2	4	1	1	1	1	1	1	1	2	3	3	3	3	2				1	3	2	5	5	5	5	1	3	4	3	3	4	3	5	1		2	2	1		1		1		1		1		1		1		1		1		1		1		1		2	2	1		2	1	2	2	2	2	2	2	3	2	3	3	2	8	3	2	2	2	2	2	2	1	1	1	1	1	8	2	1	8	1	8	1	1300	1	1	1	1	1	
10000051	1	2	31	1883	1	1927	1	2	1																																					1	11	1	2	76	5	6	1	2		8	1	34202	7	"gemeente"	"badjuffrouw"	"baden schoonhouden in badhuizen"	1	0	1	1	3	3	3			2			2	2			2	2	1	2	1	4	2	4	-3	2	1	1	5	3	3	3	2		3	1	2	-3	-3	-3	-3	-3	-3	-3	-3	1	4	4	1	2	1	3	3	5	3	3	4	2		1	1	4	1	1	1	5	3	3	4	4	5	-3	3	5	5	5	5	5	4	-3	3		-3	1	2	1	1	1	1	1	2	2	2	2	3	5	2	2	3	1	11	8	2	5	6	7	9	13	10	3	4	12	1	15	14	16	2	3	1	1	1	3	3	5	5	1	5	6	5	6	-3	6	5	5	5	5	5	2	-3	3	-3	3	-3	-3	3	-3	-3	-3	-3	-3	1	-3	4	4	2	2	2	2	2	2	2	2	4	2	1	1	1	3	2	3	1	1	1	2	3	1000		7	2	1	3	2	3	-3	1	2	2	2	4	5	1	3	3	3	2	1	1	4	4	1	2	2	"als je wat voor elkaar overhebt"	"in nood elkaar helpen"	"nastenliefde"	"je in de kou laten staan"	"jaloers zijn op ee n ander"	"iemand tot last zijn"	5	5	5	-3	-3	5	3	2	-3	-3	2	2	4	17	1			2	2	2	4	2	3	3	3	2		2	1		1		1		1		1		9	9	9	98	6	8	6	3	2	1	3	1	1	1	3	1	1	1	2	1	4	2	2	1	2	1	2	2	2		2	2	2	2	2	2	2	1	2	2	2		2				3	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	2	2	2	2	2	2	3	3	3	3	1	1	1	1	4	1	1	1	1	4	4	3	4	4	2	4	4	2	3	1		2	2	1		1		1		2	2	2	2	2	1	1		2	2	1		1		1		1		1		1		1		2	2	2	2	2	2	4	3	3	3	3	1	3	2	2	2	2	2	2	1	1	1	1	1	7	2	2		1	2	4	890	1	1	1	7	7	0.7812043199999998
10000052	1	2	31	983	3	1942	2	1	1	1953	3	2	1	1987	5	2	1																													1	3	2	1	62	6	11	3	2		6	1	62301	5	"ONDERWIJS"	"ONDERWIJS GEVEN"	"GEVEN VAN HANDVAARDIGHEID"	2	16	0	0	3	3	3			2			1	1	4	4	3	2	2	2	1	1	3	1	2	-3	1	1	5	3	3	3	1	1	4	2	3	3	3	3	3	2	-3	-3	-3	1	4	5	1	5	1	5		1	1	2	-3	1	1	1	1	1	-3	-3	-3	3	3	2	3	2	3	3	3	3	3	3	3	3	2	-3	-2		2	1	-3	2	1	1	1	-3	1	2	-3	-3	3	1	2	2	3	2	4	8	1	10	5	14	6	12	15	2	11	9	7	13	16	3	3	3	1	1	1	3	2	4	4	5	5	6	5	6	6	6	5	5	-3	3	-3	5	-3	3	2	2	2	2	3	3	3	-3	3	-3	3	-3	2	2	3	5	2	2	2	5	4	5	-3	4	1	2	3	2	2	2	2	3	2	2	3	1020		1	3	3	3	1	1	1	1	2	1	2	3	2	2	2	2	2	3	2	2	2	3	2	-3	3	"MEEWERKEN AAN EEN GO3EDE MAATSCHAPPIJ"	"eerlijk zijn"	"goed voor zijn gezin zorgen"	"oneerlijk zin n"	"niet goed zijn voor zijn medemens"	"weet niet"	7	10	5	-3	-3	10	5	-3	-3	-3	2	2	4	24	1			3	3	3	4	2	3	2	3	1	2	1	1		1		2	1	1		1		7	7	7	5	5	5	6	6	3	2	3	2	4	2	2	1	2	2	2	1	4	2	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		2				3	1	1	1	1	1	1	1	1	1	1	2		3	1	1	2	2	2	2	2	2	2	1	1	2	1	2	1	2	4	2	2	4	5	5	5	2	4	5	2	3	3	3	4	2	1	2	1	1		1		1		2	1	1		2	2	1		1		2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	2	2	2	2	1	5	1	1	3	3	3	1	2	1	2	2	2	1	2	2	2	2	4	5	2		1	2	7	1020	3	6	6	6	7	1.0235376
10000052	2	2	31	983	3	1942	2	1	1	1953	3	2	1	1987	5	2	1																													1	3	2	2	17	3	11	5	2		7				""	""	""			0	0	2	1	1			2			1	1	1	2	2	1	2	2	2	3	2	1	2	2	2	3	4	3	3	3	3	2	-3	-3	-3	3	-3	-3	-3	-3	3	3	-3	1	4	4	1	5	1	5		4	2	6	-3	2		1	1	1	1	1	1	3	3	3	2	2	2	2	2	2	2	-3	-3	5	4	2	5		-3	1	2	4	-3	-3	-3	-3	1	3	3	-3	3	1	2	2	3	2	6	1	4	2	10	16	7	14	11	5	13	12	9	15	8	3	2	2	1	1	1	3	-3	3	4	4	7	7	7	8	8	7	6	7	7	7	-3	5	-3	2	-3	2	2	2	2	3	3	2	2	-3	3	-3	2	2	-3	5	2	2	2	2	3	2	-3	-3	1	1	1	2	2	2	2	2	2	2	-2		-3	1	3	3	3	1	1	1	1	1	2	2	-3	2	2	2	1	1	1	1	-3	2	2	-3	2	-3	"zich aanpassen aan de nederlandse cultuur"	"zich houden aan de wet"	"vriendelijk met andere mensen omgaan"	"zich niet aan de wet houden"	"ruzie zoeken en maken"	"groeperingen vormen"	3	8	5	-3	-3	8	2	3	-3	-3	2	2	4	24	1			1	2	2	2	2	3	3	3	2		1	1		1		2	2	8		8		8	8	7	7	7	8	8	7	1	1	2	1	1	1	2	1	1	1	2	2	4	2	2	2	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	2		2				3	1	1	1	1	1	3	1	1	2	1	2		1	1	1	1	1	1	1	1	1	2	2	2	2	2				1	3	3	5	5	5	5	8	5	5	2	2	4	1	8	2	2	2	2	1		1		1		2	2	1		2	2	1		1		2	1	2	1	1		1		1		2	1	2	1	2	2	2	2	2	2	4	4	1	2	3	3	3	1	1	2	2	2	2	1	1	2	1	1	6	6	8		8	8	7	8	1	1	6	6	1	
10000054	1	2	30	855	4	1955	2	1	1	1954	3	2	1	1984	11	2	1	1986	11	1	1																									1	4	2	1	49	6	10	3	1	40	1		91503	5	"Accountantskantoor"	"Teamleider"	"Begeleiding, adviseren van klanten, jaarrekeningen maken"	1	6	0	0	3	3	2	2	2	2	1	58	1	1	1	1	2	1	1	2	2	4	1	2	3	2	2	3	3	3	2		1	3	4	2	2	3	2	3	3	3	2	2	2	1	4	4	1	2	2	1		4		4	2	1	4	4	4	4	4	4	4	4	3	5	2	2	3	3	2	4	3	3	2	2	2	2	1	1	2	3	2	2	2	1	2	1	-3	3	3	3	3	1	2	2	2	1	9	10	6	8	7	16	13	11	2	3	4	14	5	15	1	12	3	2	1	2	2	2	2	4	4	3	4	7	7	6	5	4	3	5	7	5	6	6	6	3	2	2	2	2	3	3	2	2	2	2	2	2	3	3	1	2	2	3	3	3	3	3	4	3	2	2	2	2	2	3	1	3	2	2	3	5400		1	-3	3	3	1	1	1	2	2	2	2	2	3	2	3	2	3	1	1	2	3	2	3	2	2	"Respect hebben voor de medemens"	"Niet egoistisch zijn"	"Begrip tonen voor andere mensen"	"Geen rekening houden met andere mensen"	"Egoistisch zijn"	"geen begrip tonen voor andere mensen"	4	5	4	-3	-3	2	5	4	-3	-3	1	1	4	60	1			2	2	2	4	2	3	3	3	1	3	2	1		1		1		1		1		8	8	8	7	7	7	6	4	2	1	3	1	1	2	3	1	2	2	3	1	4	2	2	2	2	2	2	2	1	22	2	2	2	2	2	2	2	2	2	2	2		1	2	3		3	1	3	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	3	3	3	1	2	2	2	3	2	3	3	3	3	4	2	3	5	3	3	4	2	3	1		1		1		1		1		1		1		1		1		1		2	1	1		1		2	2	2	1	1		2	1	8	2	8	2	2	2	4	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	8	7	2		3	2	1	3500	1	1	1	1	17	0.80828568
10000054	2	2	30	855	4	1955	2	1	1	1954	3	2	1	1984	11	2	1	1986	11	1	1																									1	4	2	1	18	3	12	6	1	14	7				""	""	""			0	0	2	1	1	1	1	1	2	65	1	1	1	1	1	1	1	1	1	1	1	4	2	2	3	3	5	3	3	2	2		2	1	2	2	2	2	2	2	2	1	2	2	3	4	1	2	2	1		5		7	1	2		2	2	3	3	3	3	3	2	5	1	2	2	2	2	3	4	2	2	3	2	1	1	1	2	3	2	2	2	2	2	2	1	2	2	4	3	1	2	1	2	1	7	12	14	1	4	16	8	15	11	10	3	2	5	9	6	13	2	1	1	2	2	2	1	2	4	5	7	8	7	9	7	8	5	7	8	6	5	6	8	2	2	2	2	3	2	3	2	2	2	3	1	2	2	3	3	1	1	3	2	1	2	1	2	1	1	1	1	4	3		2	1	3	1	-2		-3	1	2	1	2	1	1	1	2	2	1	1	2	2	1	2	3	3	1	1	2	4	4	2	2	2	"Houdt zich aan de regels"	"werkt hard"	"betrokken met de samenleving"	"Misdrijven"	"zich afsluiten van de samenleving"	"onderscheid maken tussen rassen, discrimineren"	8	1	7	-3	-3	9	5	4	-3	-3	1	1	6	40	1			3	3	2	3	2	3	2	2	2		2	1		1		1		1		1		9	8	9	9	9	10	7	6	1	1	3	1	1	1	3	5	1	5	2	1	1	2	2	2	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	2		1	1	3		3	1	2	1	1	1	2	2	4	1	3	1	3	3	1	1	1	1	1	1	1	1	3	3	3	3	2				2	3	3	5	5	4	4	1	3	4	2	3	4	3	4	1		1		1		1		1		1		1		1		1		1		1		1		1		2	2	2	2	1		2	1	2	2	2	2	2	2	3	3	2	3	1	3	3	2	2	2	2	2	2	1	1	1	1	1	8	6	1	4	1	1	1	8	3	7	1	1	1	1.4110703999999998
10000059	1	2	31	984	3	1971	2	1	1	1973	4	2	1	2003	5	1	1																													1	11	1	1	33	3	14	5	1	55	1		444	6	"AGRARISCH BEDRIJF"	"AGRAGRISCHE ONDERNEMER"	"UITVOERING EN ORGANISATIE PANNING"	4	1	2	0	1	1	1	2	3	3	1	99	1	1	2	2	3	1	1	1	-3	4	1	4	-3	2	2	3	-3	3	1	2	2		2	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	2	3	3	1	2	1	2		4	3	3	5	1	4	1	1	3	1	1	1	2	2	3	2	2	2	3	2	2	4	3	3	2	1	2	1	6	4	3	3	2	2	2	1	2	1	3	1	1	3	1	2	2	1	3	2	9	13	12	8	15	11	6	3	4	1	16	7	5	10	14	4	2	1	1	2	3	-3	5	5	1	6	5	6	4	6	6	6	6	6	6	6	5	7	2	1	1	3	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	3	2	1	4	2	-3	2	2	1	1	1	1	2	-3	1	4	100		3	2	3	3	2	2	1	1	1	1	1	3	2	3	2	1	2	2	1	1	2	2	3	-3	2	"elkaar proberen te helpen"	"tien geb oden"	""	"elkaar niet respecteren"	"elkaar belazeren"	""	5	10	-3	-3	-3	4	10	-3	-3	-3	1	1	5	47	3	3	1	1	2	2	5	3	3	3	3	2		2	1		1		1		1		1		10	8	8	8	8	10	7	7	1	1	3	1	2	1	3	1	1	1	2	1	4	2	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		2				2	1	1	1	1	1	1	1	1	1	1	2		3	1	1	1	1	1	1	2	2	3	3	3	3	2				3	3	3	5	5	5	5	1	5	5	5	1	5	1	5	1		2	2	1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	4	3	1	2	1	3	2	2	2	2	2	2	2	1	1	1	1	8	7	5	1	2	2	1	2	8	1	1	1	1	1	1.6115184
10000061	1	2	28	585	3	1974	2	1	1	1973	3	2	1	2004	5	1	2																													1	2	1	1	30	6	16	8	1	55	1		71611	1	"Productie bedrijf stalen profielen"	"Alg.directeur"	"Inkoop verkoop organisatie"	3	90	1	0	2	2	1	2	1	1	2	65	1	1	1	3	1	1	1	1	2	4	1	4	5	3	4	4	4	4	3	3	3	3	2	1	2	1	1	-3	2	1	1	1	2	3	2	2	1	3	1	3	3	1	1	2	6	1	1	1	1	4	1	1	3	3	2	2	2	2	2	5	2	2	3	4	3	2	2	3	1	6	4	3	3	4	2	2	2	2	1	5	5	2	3	1	1	1	1	3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	3	2	2		2	3	3	5	5	1	8	3	5	7	7	5	6	3	5	6	3	3	7	2	1	2	2	2	1	1	3	1	2	3	1	2	2	3	3	4	1	3	2	4	4	1	5	2	3	1	3	2	2	2	2	3	1	2	4	150000		1	2	3	3	1	1	1	3	1	2	4	3	4	3	3	3	2	1	1	1	4	4	2	-3	-3	"Zich onderwerpt aan het gezag"	"Een goede burgerwerkt  voor zijn brood"	"Is sociaal btrokken"	"Van de bijstand leven"	"Extrmistich zijn"	"Teruggetrokken in zijn eigen ghetto leven"	8	1	5	-3	-3	1	3	5	-3	-3	1	1	5	50	1			1	1	1	5	1	3	3	3	2		2	1		1		2	1	1		1		8	8	8	8	8	8	7	6	1	1	3	1	1	1	3	1	1	2	3	1	4	2	2	2	2	2	2	1	2		2	2	2	2	2	1	2	2	2	2	2		1	2	1		1	1	1	1	1	1	1	1	1	1	1	2		1	1	1	1	1	1	1	1	2	3	3	3	3	2				3	3	3	5	5	5	5	1	5	5	2	2	5	2	5	1		2	2	2	2	1		1		1		1		1		1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	4	2	1	1	1	3	1	2	2	2	2	2	2	1	1	1	1	1	8	8	2		2	1	2	6000	1	1	1	1	21	1.3254624
