ARESPNR	RESPNR	HHNR	HHPNR	ISCO	V040	V041	V049	V103	V200	V201	V202	VAR000	VAR001	VAR002	VAR003	VAR006	VAR016	VAR019	VAR040	VAR046	VAR047	VAR048	VAR049	VAR050	VAR060	VAR061	VAR062	VAR064	VAR065	VAR092	VAR093	VAR096	VAR126	VAR131	VAR132	VAR133	VAR134	VAR135	VAR136	VAR149	VAR151	VAR153	VAR154	VAR154A	VAR155	VAR156	VAR157	VAR157A	VAR164	VAR165	VAR166	VAR167	VAR198	VAR201	VAR204	VAR205	VAR220	VAR222	VAR223	VAR228	VAR229	VAR239	VAR271	VAR272	VAR273	VAR274	VAR275	VAR318	VAR320	VAR347	VAR408	VAR409	VAR427	VAR428	VAR433	VAR461	VAR462	VAR491	VAR497	VAR499	VAR501	VAR502	VAR539	VAR540	VAR544	VAR546	VAR548	VAR550	VAR567	VAR568	VAR569	VAR570	VAR571	VAR572	VAR573	VAR574	VAR591	VAR599	VAR600	VAR624	VAR626	VAR627	VAR628	VAR629	VAR630	VAR631	VAR632A	VAR632B	VAR632C	VAR632E	VAR632F	VAR632G	VAR683B	VAR684	VAR699A	VAR699B	VAR699C	VAR699D	VAR699E	VAR699F	VAR700A	VAR700B	VAR700C	VAR700D	VAR700E	VAR723	VAR725	VAR728B	VAR729B	VAR76301	VAR76302	VAR76303	VAR76304	VAR76305	VAR76306	VAR76307	VAR76308	VAR76309	VAR76310	VAR76311	VAR76312	VAR76313	VAR76314	VAR76315	VAR76316	VAR76317	VAR76318	VAR76319	VAR76320	VAR76321	VAR76322	VAR76323	VAR76324	VAR76325	VAR76326	VAR76401	VAR76402	VAR76403	VAR76404	VAR76405	VAR76406	VAR76407	VAR76408	VAR76409	VAR76410	VAR76411	VAR76412	VAR76413	VAR76414	VAR76415	VAR76416	VAR76417	VAR76418	VAR76419	VAR76420	VAR76421	VAR76422	VAR76423	VAR76424	VAR76425	VAR76426	VAR76501	VAR76502	VAR76503	VAR76504	VAR76505	VAR76506	VAR76507	VAR76508	VAR76509	VAR76510	VAR76511	VAR76512	VAR76513	VAR76514	VAR76515	VAR76516	VAR76517	VAR76518	VAR76519	VAR76520	VAR76521	VAR76522	VAR76523	VAR76524	VAR76525	VAR76526	VAR76527	VAR76528	VAR76529	VAR76701	VAR76702	VAR76703	VAR76704	VAR76705	VAR76706	VAR76707	VAR76708	VAR76709	VAR76710	VAR76711	VAR76712	VAR76713	VAR76714	VAR76715	VAR76716	VAR76717	VAR76718	VAR76719	VAR76722	VAR76723	VAR76724	VAR76725	VAR76726	VAR76727	VAR76728	VAR806	VAR807	VAR895	VAR896	VAR900A	VAR900B	VAR900C	VAR900D	VAR900E	VAR900F	VAR900G	VAR900H	VAR900K	VAR900L	VAR900M	VAR900N	VAR900O	VAR901	VAR902	VAR903	VAR904	VAR905	VAR906	VAR907	VAR908	VAR909	VAR910	VAR911	VAR912	VAR913	VAR914	VAR915	VAR916	VAR917	VAR918	VAR919	VAR920	VAR921	VAR922	VAR923	VAR924	VAR925	VAR926	VAR927	VAR928	VAR929	VAR930A	VAR930B	VAR930C	VAR930D	VAR931	VAR956	VAR957	VAR958	VAR959	VAR963	VAR964	VAR965	VAR966	VAR967	VAR968	VAR969	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR1061	VAR1062	VAR1113	VAR1114	VAR1115	VAR1116	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1146	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1163	VAR1204	VAR1205	VAR1206	VAR1207	VAR1208	VAR1209	VAR1210	VAR1211	VAR3000	INT000	INT001	INT004	INT071	INT077	INT087	INT168	INT205	INT206	INT209	INT210	INT211	INT214	INT215	INT216	INT217	INT218	INT219	INT221	INT222	INT223	INT225	INT227	INT228	INT229	INT231	INT232	INT234	INT235	INT236	INT237	INT238	INT239	INT240	INT241	INT243	INT244	INT247	INT248	INT249	INT250	INT251	INT252	INT253	INT254	INT255	INT256	INT257	INT265	INT266	INT283	INT284	INT285	INT370	INT371	INT501	INT502	INT503	INT504	INT505	INT506	INT507	INT508	INT509	INT510	INT511	INT512	INT513	INT514	INT515	INT516	INT517	INT518	INT519	INT520
"91127"	91127	1127	2	-5	1	-5	-5	12	2	4	7	2	1	17	5	4	-5	1	2	1	2	3	3	2	3	-3	1	-3	2	-3	2	2	3	1	2	1	-3	1	-5	2	2	-3	-3	-3	3	3	-3	-3	2	4	3	2	1	1	5	2	-5	1	1	2	8	2	2	2	2	3	-5	1	1	3	3	3	4	3	3	3	-3	3	3	1	1	3	1	3	2	1	2	-5	1	3	1	2	3	2	1	2	2	2	2	3	5	41	72	11	3	3	828	111	35	52	3	99	3	1	4	2	2	4	4	4	1	-3	2	1	2	9	-3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	-3	3	0.59	2	11	1	4	2	4	2	3	2	2038	1939	3	2	3	2	3	-7	1	49	2	47	2	18	1	17																	1	1	1	-5	-3	4	3	3	3	2	-3	3	4	3	3	3	7	2	12	5	14	16	6	15	3	8	1	11	9	13	4	10	0	0	3	3	3	3	5	6	7	5	5	6	6	5	5	-3	6	6	2	3	2	2	3	2	2	3	3	3	-3	2	3	2	2	2	2	2	3	2	2	3	-5	1	11	-5	3	3	1	1	2	1	4	1	3	3	3	3	4	3	3	-3	2	2	1	2	3	1	1	4	4	4	4	3	5	4	5	5	2	3	2	1	1	1	6	9	9	8	1	1	6	2	4	2	-3	2	2	2	4	2	4	5	3	2	3	1	2	1	2	2	3	1	6	4	4	4	4	5
"91186"	91186	1186	2	-5	2	-5	-5	11	1	3	7	2	1	16	5	2	-5	1	4	-5	-5	-5	-5	-5	-3	1	1	1	2	3	2	2	2	2	2	2	2	2	-5	-3	4	1	2	2	3	3	-3	3	1	4	5	-3	1	1	5	2	-5	1	1	2	3	2	-3	3	2	3	-5	2	2	2	2	1	4	3	2	-3	-3	4	3	1	2	2	2	3	1	1	2	-5	2	-5	2	-5	1	3	1	2	3	2	2	3	2	28	54	8	3	2	622	85	29	41	1	1	2	1	2	1	4	5	5	5	1	1	2	2	2	-5	-5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	1	1	0.26	14	10	1	2	2	2	2	4	3	1538	1512	3	1	3	1	2	-7	1	45	2	43	1	16																			1	1	4	-5	-3	4	2	3	4	1	3	4	3	4	4	4	3	10	11	2	7	12	14	15	4	1	13	16	5	9	6	8	0	0	3	3	3	3	6	6	7	7	8	7	6	7	7	-3	6	5	2	2	2	2	2	2	3	3	2	2	-3	3	3	2	2	2	1	3	4	1	2	3	-5	1	10	-5	2	5	1	2	2	2	4	1	4	4	4	3	3	3	2	5	3	2	1	1	-3	1	1	3	3	3	3	4	5	4	5	4	5	3	2	-3	6	6	6	1	1	1	1	1	6	1	4	2	3	3	1	5	-3	3	3	5	2	1	-3	1	1	1	2	1	3	2	6	3	3	4	2	5
"91192"	91192	1192	2	-5	2	-5	-5	1	2	4	9	2	1	23	5	3	-5	1	2	-5	-5	-5	-5	-5	3	1	2	1	2	4	2	2	4	2	1	2	2	1	3	1	2	1	3	3	3	2	-3	3	1	4	4	1	3	1	5	1	-5	3	2	2	3	2	2	2	1	3	-5	2	1	3	2	1	3	3	2	2	-3	3	3	1	1	3	1	3	1	1	1	2	1	3	2	-5	3	3	1	2	2	2	2	2	2	31	47	8	3	4	484	73	28	34	2	99	3	1	2	1	1	3	2	5	1	1	2	2	2	-5	-5	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-5	-5	1	1	0.54	4	11	1	3	2	4	1	4	3	2028	1934	4	1	3	1	2	-7	1	56	2	54	1	23	2	20																	1	1	2	-5	-3	4	2	4	4	2	2	3	4	3	4	2	8	5	6	9	3	15	16	13	1	4	14	10	7	11	2	12	0	0	3	3	3	3	4	6	7	5	4	4	5	7	6	5	6	6	3	3	2	2	3	3	3	3	2	2	2	2	2	3	3	2	2	2	4	2	2	3	-5	1	15	-5	4	4	1	1	2	1	4	1	2	4	2	2	4	5	5	4	5	2	2	3	4	5	4	2	1	2	1	2	2	4	3	5	5	4	2	2	2	2	2	8	8	8	7	4	3	2	1	2	3	2	2	2	3	2	2	2	1	2	4	1	1	3	1	2	3	2	2	4	4	3	3	2
"91240"	91240	1240	2	9132	1	-5	2	1	2	2	1	2	2	32	5	4	7	1	3	1	1	2	3	2	1	1	2	1	1	2	2	4	4	1	2	1	2	2	2	1	3	1	-3	2	3	2	2	2	1	4	3	1	1	1	5	-3	-5	2	1	-3	3	2	1	2	1	1	25	1	1	3	3	1	1	3	5	2	12	3	3	1	2	3	1	3	-3	1	2	-5	2	-5	1	2	2	-5	2	-5	3	2	2	3	3	6	7	2	3	3	90	9	6	6	3	99	3	8	1	1	4	4	4	4	2	2	2	2	2	20	2	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0.56	20	10	1	5	2	3	2	3	2	1057	1001	4	1	3	2	1	-7			2	42																	2	32	2	36	-5	1	-5	4	11	3	3	3	3	2	2	3	1	3	2	4	9	14	13	1	7	3	16	8	12	2	5	11	10	6	15	4	0	8	2	3	3	2	5	7	7	6	7	4	7	8	6	6	6	4	2	3	1	2	2	2	3	2	3	3	2	3	3	2	3	2	1	2	4	2	2	4	11133	1	15	0	4	4	2	1	2	3	3	1	-3	1	1	3	4	3	3	3	3	3	3	3	3	6	4	1	1	1	1	1	3	4	3	4	1	2	1	3	3	3	5	8	10	8	4	1	3	1	2	2	-3	4	4	3	-3	3	3	3	3	4	4	1	1	1	1	-3	3	2	5	4	2	-3	4	5
"91245"	91245	1245	2	-5	1	-5	-5	1	2	2	7	2	2	16	5	4	-5	1	3	2	2	3	2	2	1	2	1	1	2	1	2	3	2	1	2	2	1	2	-5	2	2	-3	2	2	3	2	-3	2	2	3	3	3	1	1	5	1	-5	1	1	2	2	2	2	2	2	1	2	1	2	1	3	1	4	2	4	4	-3	2	3	1	1	3	1	2	1	1	2	-5	1	1	1	3	1	3	1	2	3	2	2	4	4	11	18	4	5	9	175	21	10	10	5	99	2	1	1	1	2	4	2	4	1	2	2	2	1	7	1	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	1	1	0.39	3	11	1	2	2	2	2	2	3	1753	1714	4	2	3	2	2	-7	1	47	2	45	2	16	2	9																	1	1	4	-5	-3	3	3	4	4	2	4	3	3	4	3	3	5	13	8	1	6	16	9	12	2	4	10	14	7	11	3	15	0	0	3	1	3	1	7	7	7	8	8	6	7	6	7	7	7	8	2	2	2	2	2	2	3	2	3	2	2	3	2	2	2	2	3	3	3	2	2	3	-5	1	10	-5	3	3	1	3	2	2	4	2	4	3	4	2	3	3	3	4	4	3	1	1	3	1	1	4	-6	-6	-6	4	4	3	5	4	2	3	2	2	2	2	6	4	-3	-3	1	1	6	-3	-5	4	4	2	2	2	3	3	4	5	5	5	3	1	1	1	1	-3	3	-3	6	4	3	4	4	5
"91276"	91276	1276	2	-5	1	-5	-5	12	1	4	7	2	2	17	5	5	-5	1	2	1	2	3	4	2	3	2	1	1	2	4	2	1	3	1	2	2	2	2	-5	1	2	2	3	2	3	2	-3	2	2	4	3	2	1	1	5	1	-5	1	1	2	8	2	2	2	2	1	25	2	2	2	3	1	3	3	4	2	-3	2	3	1	1	4	1	2	1	1	2	-5	1	3	2	-5	2	-5	1	3	3	2	1	4	2	19	36	6	3	6	356	46	17	25	2	4	2	1	2	2	2	4	4	5	1	1	1	1	2	7	3	3	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	1	1	0.34	21	10	1	2	2	3	1	3	3	1212	1138	2	2	3	1	2	-7	1	49	2	46	1	19	2	17	2	14															1	1	2	-5	-3	4	2	2	4	2	2	2	4	2	4	4	6	11	7	9	12	15	8	16	10	1	4	13	3	5	2	14	0	0	3	3	3	2	4	6	6	6	6	5	5	6	5	6	6	5	2	3	2	2	2	2	3	3	2	3	2	2	3	2	2	2	2	-3	3	2	2	3	-5	1	11	-5	4	4	1	3	3	1	4	2	3	4	4	4	4	2	4	5	1	2	1	1	1	5	4	2	2	3	2	2	5	5	5	4	2	2	2	1	1	1	6	9	8	9	3	1	4	1	2	2	2	4	2	2	3	2	5	5	1	1	2	1	1	1	1	2	3	2	6	3	2	2	2	5
"91293"	91293	1293	2	-5	1	-5	-5	1	2	2	7	2	2	19	5	5	-5	1	3	1	1	3	2	2	1	1	2	1	2	4	2	2	4	1	2	1	1	1	-5	2	3	-3	3	2	2	2	3	2	2	3	3	3	1	1	5	1	-5	2	1	2	2	2	2	3	3	1	2	2	2	2	3	1	3	2	4	4	14	3	2	1	1	3	1	2	1	1	1	2	1	2	2	-5	2	-5	2	-5	2	2	2	2	1	29	49	8	1	1	518	79	26	36	1	3	2	1	4	2	2	5	4	5	2	1	2	2	2	15	2	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1.09	26	10	1	4	1	1	2	3	2	2157	2048	4	2	3	1	1	-7	1	44	2	41	1	21	2	19																	1	1	4	-5	13	4	3	2	4	3	4	2	4	4	2	4	4	14	6	2	7	12	11	13	9	1	5	15	8	10	3	16	0	2	3	3	3	2	5	6	7	7	7	8	8	7	7	6	6	7	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	4	-5	1	13	-5	4	2	1	1	1	1	4	1	3	4	3	2	4	3	2	-3	3	2	1	1	-3	4	-3	-3	2	3	3	2	3	5	-3	5	1	2	2	2	2	2	2	3	3	3	3	1	3	1	4	4	5	4	2	2	4	2	4	2	1	-3	-3	1	2	1	4	2	3	2	6	4	4	4	3	2
"91295"	91295	1295	2	-5	1	-5	-5	1	2	4	7	2	1	17	5	4	-5	1	1	1	1	3	2	2	2	2	1	1	1	1	-3	2	2	1	1	1	1	1	-5	1	1	2	2	2	3	3	3	3	2	3	3	1	1	1	5	2	-5	3	-3	2	8	2	1	1	1	1	2	1	1	1	2	1	2	3	1	3	17	1	2	1	3	3	2	4	1	1	2	-5	1	2	1	2	1	1	1	2	1	2	1	1	1	29	49	8	1	1	518	79	26	36	1	3	2	1	4	2	1	5	1	5	1	1	2	2	2	10	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	1	0.51	28	10	1	4	1	1	2	5	3	1824	1733	3	2	3	1	1	-7	1	47	2	43	1	17	2	12																	1	1	1	-5	14	3	2	-3	2	1	3	4	2	5	1	5	9	3	12	4	7	11	1	15	2	10	8	14	5	13	6	16	0	0	3	3	3	3	5	4	6	6	7	1	7	7	5	7	4	5	2	3	1	3	3	3	3	3	2	3	2	3	2	3	3	2	1	1	4	1	1	3	-5	1	11	-5	4	4	1	2	2	3	4	1	4	4	4	3	4	2	2	3	2	2	2	1	2	3	4	1	2	2	3	2	5	2	4	3	2	2	-3	1	1	1	6	8	8	9	4	1	3	2	-3	4	2	2	2	2	3	3	5	3	3	3	2	1	4	1	1	2	3	1	6	4	4	4	3	3
"91319"	91319	1319	2	5220	1	-5	1	1	1	3	1	2	2	19	5	4	6	2	3	1	1	3	1	2	2	2	1	1	2	4	2	5	2	1	1	2	1	1	2	2	2	2	2	2	2	3	-3	3	1	5	4	2	1	1	5	1	-5	1	1	2	5	2	-3	-3	1	1	-3	2	1	3	2	1	1	3	5	-3	-3	4	3	1	4	3	1	1	1	1	2	-5	2	-5	1	3	3	3	1	3	2	2	2	2	5	36	60	9	5	8	678	97	32	45	5	99	2	1	2	4	2	4	2	5	1	2	2	2	2	40	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	0.48	9	11	1	3	2	3	2	4	3	2014	1926	4	1	3	2	2	-7	1	51	2	46	2	19																			1	1	1	-5	-3	3	4	4	3	2	1	3	5	5	4	2	9	6	14	5	11	13	4	15	12	2	1	3	8	7	10	16	0	1	3	3	3	3	7	5	7	7	6	4	6	8	5	6	5	10	2	3	1	2	3	3	3	3	2	3	2	3	1	2	1	1	3	3	3	2	3	3	31701	1	11	0	5	5	1	1	2	1	4	1	4	2	2	4	4	4	3	3	5	3	1	1	3	5	4	1	1	2	2	4	3	4	4	4	2	4	1	2	2	2	1	8	10	7	4	1	3	4	-3	5	5	2	1	1	-3	2	4	4	2	2	4	1	1	1	1	2	3	2	2	2	-3	-3	2	-3
"91337"	91337	1337	2	9132	1	-5	1	1	3	2	1	2	2	21	5	5	9	1	1	1	2	3	3	2	4	1	3	-3	2	4	3	1	3	2	1	1	1	1	2	1	2	-3	2	2	2	-3	2	2	1	4	4	2	2	1	5	1	-5	3	1	2	8	2	3	3	2	1	8	2	1	4	3	2	2	3	2	2	17	2	3	1	1	2	2	4	1	1	2	-5	3	3	1	2	1	2	1	2	3	2	2	2	5	46	80	12	2	1	935	126	39	59	2	18	2	1	2	4	2	5	2	5	2	2	2	2	2	32	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	1	0.45	3	11	1	2	2	2	2	4	3	2204	2119	3	2	3	2	2	-7	1	48	2	48	2	21																			1	1	4	-5	15	5	1	3	5	2	2	4	4	2	2	2	3	12	11	10	2	15	8	13	14	4	1	9	5	7	6	16	0	0	3	3	3	3	7	8	5	7	7	6	6	5	5	6	6	7	2	2	2	3	2	2	3	2	3	2	2	2	1	2	3	2	3	2	3	3	2	3	11133	1	14	0	4	4	1	2	2	3	4	3	3	4	2	1	4	3	2	3	2	2	3	3	3	5	4	2	3	3	2	3	4	4	4	5	2	4	2	1	1	1	1	7	7	7	4	2	3	2	4	2	4	2	2	2	3	2	4	4	3	2	4	1	1	1	1	2	2	3	1	3	3	4	3	5
"91339"	91339	1339	2	-5	1	-5	-5	1	4	1	7	2	1	19	5	7	-5	1	1	1	2	3	2	2	2	1	3	2	2	4	2	1	2	1	2	2	2	1	-5	2	3	2	3	2	2	3	2	3	2	3	3	2	8	1	3	2	-5	2	1	2	5	2	2	2	1	1	2	1	1	1	2	3	3	2	5	2	-2	3	3	1	1	4	1	4	1	1	2	-5	1	3	1	2	3	1	1	2	3	2	2	1	5	46	80	12	2	1	935	126	39	59	2	18	3	1	1	1	1	2	1	5	1	1	2	2	2	35	3	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	1	1	0.34	29	10	1	-7	-7	-7	-7	5	3	1239	1205		2	2	5	2	-7	1	51	2	53	2	21	1	19																	1	1	2	-5	-2	5	3	4	3	2	2	3	5	2	4	4	3	15	11	7	14	16	6	12	4	8	5	10	2	13	1	9	0	0	2	3	3	2	4	7	6	5	6	6	5	7	6	8	7	6	2	3	2	2	2	2	3	3	2	2	1	2	2	3	2	2	3	1	3	1	1	3	-5	-7	13	-5	-7	-7	1	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	4	3	5	2	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7
"91359"	91359	1359	2	-5	1	-5	-5	1	1	4	7	2	2	17	5	5	-5	1	2	1	1	3	1	2	3	1	1	2	1	4	3	2	1	1	1	1	1	1	-5	3	3	1	2	3	3	3	2	-3	2	3	3	3	3	3	5	-3	-3	2	1	2	2	1	1	1	2	-2	-5	1	1	4	2	1	2	3	3	2	15	2	3	1	2	3	2	2	3	1	2	-5	3	3	1	3	3	3	1	3	1	2	2	2	3	7	14	3	6	10	127	17	9	9	5	99	1	1	2	2	4	4	4	5	1	1	2	2	2	9	4	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	1	0.43	30	10	1	2	2	2	2	3	3	1700	1617	4	2	3	1	1	-7	1	57	2	50	1	19	2	17																	1	1	2	-5	13	4	3	5	5	1	1	4	4	1	5	4	1	12	11	9	8	16	13	15	7	5	2	14	6	4	3	10	0	0	2	3	2	3	5	6	7	6	6	6	7	7	7	6	7	6	2	2	2	2	3	3	3	2	2	3	2	2	2	2	2	2	2	3	3	2	2	4	-5	1	11	-5	4	4	1	1	2	1	3	2	3	3	3	3	3	3	3	2	3	3	2	2	3	6	4	1	1	1	1	2	2	4	2	4	2	2	1	2	2	2	2	7	7	6	7	4	3	1	2	3	2	3	4	2	4	2	3	3	4	2	3	1	2	2	2	2	3	1	2	4	4	2	3	3
"91378"	91378	1378	2	-5	2	-5	-5	12	3	4	7	2	2	17	5	5	-5	1	4	-5	-5	-5	-5	-5	2	1	2	1	2	3	1	3	3	1	2	1	1	1	-5	2	2	1	3	2	2	3	2	2	2	3	3	2	2	1	4	-3	-5	3	1	2	3	1	2	2	2	-2	-5	1	1	1	2	1	3	3	2	3	-3	5	3	1	1	3	1	2	2	1	1	2	2	-5	2	-5	3	3	2	-5	2	1	2	3	1	21	44	7	1	1	363	63	23	27	1	2	2	1	4	1	1	4	2	4	1	1	2	2	2	-5	-5	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	1	1	0.58	28	10	1	4	2	2	3	5	3	1700	1602	3	1	3	2	3	-7	1	50	2	56	2	17																			1	1	2	-5	14	4	3	5	3	1	2	3	4	2	2	3	12	4	7	5	1	11	14	13	2	6	16	15	3	10	9	8	0	0	3	3	3	3	8	-3	8	7	7	7	8	7	7	7	7	6	2	2	-3	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	4	1	1	4	-5	1	11	-5	2	4	1	2	3	3	4	2	4	4	3	1	3	4	3	2	3	4	1	4	4	5	4	2	2	2	3	2	2	2	3	5	2	2	2	1	1	1	1	5	9	8	8	3	3	4	3	2	4	3	2	2	4	2	4	4	2	2	4	1	1	1	1	2	3	3	1	3	3	4	3	2
